Order_ID,Date,Product_ID,Supplier_ID,Region_ID,Order_Quantity,Unit_Cost,Shipping_Cost,Delivery_Days,Total_Product_Cost,Total_Order_Cost
111992,2023-02-14,P0182,S004,R1,152,117.06,122.03,11,17793.12,17915.149999999998
111993,2023-02-07,P0105,S013,R4,181,43.84,117.29,12,7935.040000000001,8052.330000000001
111994,2024-05-03,P0144,S014,R3,1,297.29,63.68,12,297.29,360.97
111995,2023-06-20,P0052,S019,R2,185,286.88,114.5,8,53072.799999999996,53187.299999999996
111996,2023-08-18,P0168,S016,R2,64,162.01,83.9,12,10368.64,10452.539999999999
111997,2024-02-22,P0144,S020,R3,2,138.23,108.25,2,276.46,384.71
111998,2024-11-09,P0027,S011,R1,150,207.96,127.37,10,31194.0,31321.37
111999,2024-06-25,P0082,S003,R1,135,297.73,56.51,4,40193.55,40250.060000000005
112000,2023-03-26,P0196,S018,R1,44,150.22,72.3,6,6609.68,6681.9800000000005
112001,2024-05-17,P0112,S008,R2,177,43.61,50.92,7,7718.97,7769.89
112002,2023-05-03,P0111,S013,R2,35,250.42,123.02,9,8764.699999999999,8887.72
112003,2023-04-11,P0184,S013,R3,11,186.73,125.03,7,2054.0299999999997,2179.06
112004,2024-08-03,P0026,S004,R1,179,71.58,46.88,2,12812.82,12859.699999999999
112005,2023-07-14,P0129,S018,R2,58,33.41,99.52,5,1937.7799999999997,2037.2999999999997
112006,2023-08-27,P0131,S016,R3,64,56.29,79.66,5,3602.56,3682.22
112007,2024-01-14,P0015,S014,R3,175,143.53,148.42,2,25117.75,25266.17
112008,2024-06-10,P0163,S005,R1,42,11.52,127.43,8,483.84,611.27
112009,2023-01-24,P0146,S001,R2,77,276.51,129.22,1,21291.27,21420.49
112010,2023-04-22,P0070,S020,R3,8,112.67,42.34,6,901.36,943.7
112011,2023-11-11,P0175,S019,R4,10,10.09,95.34,4,100.9,196.24
112012,2024-02-11,P0146,S001,R3,44,192.96,42.88,2,8490.24,8533.119999999999
112013,2023-12-05,P0056,S009,R1,68,180.28,32.5,2,12259.04,12291.54
112014,2024-12-05,P0130,S016,R3,177,256.62,59.12,6,45421.74,45480.86
112015,2024-07-08,P0176,S002,R3,150,38.96,29.87,14,5844.0,5873.87
112016,2023-02-27,P0113,S003,R4,182,228.43,92.16,5,41574.26,41666.420000000006
112017,2023-05-31,P0003,S007,R2,194,155.53,38.92,10,30172.82,30211.739999999998
112018,2024-07-13,P0014,S007,R4,146,29.46,129.67,13,4301.16,4430.83
112019,2023-02-06,P0080,S007,R4,58,50.79,86.27,14,2945.82,3032.09
112020,2023-01-01,P0062,S019,R4,57,68.42,93.49,11,3899.94,3993.43
112021,2024-11-26,P0037,S019,R2,105,124.59,51.95,10,13081.95,13133.900000000001
112022,2024-11-28,P0159,S019,R3,93,227.58,99.76,11,21164.940000000002,21264.7
112023,2024-10-07,P0060,S020,R3,148,283.64,24.25,14,41978.72,42002.97
112024,2024-01-14,P0106,S008,R3,48,29.94,38.76,10,1437.1200000000001,1475.88
112025,2024-09-15,P0041,S004,R1,126,253.8,127.48,2,31978.800000000003,32106.280000000002
112026,2023-03-16,P0178,S005,R3,160,182.96,32.56,9,29273.600000000002,29306.160000000003
112027,2024-10-17,P0046,S014,R2,199,206.21,143.21,6,41035.79,41179.0
112028,2023-04-09,P0002,S004,R3,97,259.41,131.62,10,25162.770000000004,25294.390000000003
112029,2023-03-20,P0063,S006,R4,184,25.49,31.3,7,4690.16,4721.46
112030,2023-05-24,P0198,S014,R3,2,54.34,91.77,3,108.68,200.45
112031,2024-11-01,P0195,S013,R2,69,55.26,139.86,5,3812.94,3952.8
112032,2023-04-25,P0178,S002,R3,179,99.56,22.17,8,17821.24,17843.41
112033,2023-12-18,P0082,S006,R2,16,293.82,109.8,5,4701.12,4810.92
112034,2024-01-21,P0090,S005,R1,125,160.57,30.23,2,20071.25,20101.48
112035,2024-06-19,P0174,S005,R3,76,105.57,139.78,12,8023.32,8163.099999999999
112036,2023-06-11,P0124,S017,R4,183,267.06,56.82,5,48871.98,48928.8
112037,2023-10-23,P0007,S005,R4,195,296.2,129.63,7,57759.0,57888.63
112038,2024-10-10,P0200,S016,R4,140,60.83,134.29,4,8516.199999999999,8650.49
112039,2023-12-31,P0165,S004,R2,93,298.84,69.56,5,27792.12,27861.68
112040,2024-08-20,P0037,S007,R3,23,99.31,147.26,10,2284.13,2431.3900000000003
112041,2023-04-09,P0146,S006,R4,13,259.12,138.14,2,3368.56,3506.7
112042,2023-07-19,P0147,S015,R1,140,271.89,56.66,7,38064.6,38121.26
112043,2023-04-11,P0039,S019,R2,197,188.26,89.7,5,37087.22,37176.92
112044,2024-02-23,P0120,S017,R1,162,21.15,46.4,4,3426.2999999999997,3472.7
112045,2024-04-03,P0120,S007,R4,28,61.51,46.32,10,1722.28,1768.6
112046,2024-05-24,P0167,S017,R2,109,82.3,135.88,3,8970.699999999999,9106.579999999998
112047,2024-03-11,P0005,S019,R1,191,196.73,109.63,7,37575.43,37685.06
112048,2024-01-16,P0184,S002,R2,18,206.79,124.46,2,3722.22,3846.68
112049,2023-03-23,P0082,S002,R2,178,194.94,60.13,12,34699.32,34759.45
112050,2023-10-31,P0151,S017,R1,29,91.62,137.97,5,2656.98,2794.95
112051,2023-12-15,P0190,S011,R2,178,27.15,42.47,8,4832.7,4875.17
112052,2024-10-30,P0199,S014,R4,81,30.2,141.1,10,2446.2,2587.2999999999997
112053,2024-11-07,P0060,S013,R4,140,83.32,42.31,1,11664.8,11707.109999999999
112054,2024-10-20,P0028,S004,R3,55,148.36,91.31,5,8159.800000000001,8251.11
112055,2024-10-11,P0026,S018,R1,175,133.14,131.04,3,23299.499999999996,23430.539999999997
112056,2023-01-26,P0038,S007,R3,133,15.11,59.3,8,2009.6299999999999,2068.93
112057,2023-06-24,P0184,S014,R3,176,70.57,49.03,7,12420.32,12469.35
112058,2024-09-14,P0084,S006,R2,147,72.15,109.91,6,10606.050000000001,10715.960000000001
112059,2024-04-26,P0148,S011,R2,166,50.68,22.89,4,8412.88,8435.769999999999
112060,2023-06-14,P0178,S011,R1,45,50.68,76.87,12,2280.6,2357.47
112061,2023-01-10,P0116,S016,R2,35,197.43,91.14,6,6910.05,7001.1900000000005
112062,2024-04-09,P0165,S018,R3,91,45.26,144.05,13,4118.66,4262.71
112063,2023-05-20,P0123,S006,R2,63,12.87,68.76,4,810.81,879.5699999999999
112064,2023-05-07,P0104,S017,R4,166,146.1,124.71,4,24252.6,24377.309999999998
112065,2024-06-18,P0004,S013,R2,102,13.39,38.04,12,1365.78,1403.82
112066,2024-01-18,P0020,S006,R2,95,202.78,27.73,9,19264.1,19291.829999999998
112067,2024-02-03,P0169,S002,R1,24,69.03,52.38,11,1656.72,1709.1000000000001
112068,2023-12-24,P0011,S005,R2,71,264.72,27.38,8,18795.120000000003,18822.500000000004
112069,2023-01-15,P0031,S011,R4,18,267.94,65.23,6,4822.92,4888.15
112070,2024-06-05,P0093,S018,R3,138,110.78,87.08,4,15287.64,15374.72
112071,2023-03-21,P0012,S006,R3,45,192.54,147.0,6,8664.3,8811.3
112072,2024-12-05,P0121,S002,R2,115,72.4,73.56,7,8326.0,8399.56
112073,2023-10-06,P0157,S004,R2,175,254.49,75.47,9,44535.75,44611.22
112074,2024-12-24,P0102,S007,R1,111,161.39,121.87,3,17914.289999999997,18036.159999999996
112075,2024-03-29,P0156,S004,R2,184,36.86,46.35,14,6782.24,6828.59
112076,2023-06-02,P0019,S003,R2,199,214.49,109.01,3,42683.51,42792.520000000004
112077,2024-05-30,P0009,S005,R2,151,215.07,69.53,4,32475.57,32545.1
112078,2024-03-29,P0057,S006,R1,20,163.85,130.97,13,3277.0,3407.97
112079,2023-09-03,P0050,S013,R1,88,16.21,95.69,9,1426.48,1522.17
112080,2024-02-12,P0173,S012,R1,172,200.94,84.53,9,34561.68,34646.21
112081,2024-01-23,P0049,S006,R1,35,265.17,72.34,1,9280.95,9353.29
112082,2024-03-23,P0016,S013,R3,170,273.2,28.21,5,46444.0,46472.21
112083,2024-07-04,P0080,S020,R4,96,92.87,146.11,3,8915.52,9061.630000000001
112084,2024-12-22,P0012,S001,R3,108,297.77,119.18,7,32159.159999999996,32278.339999999997
112085,2023-11-04,P0160,S009,R2,72,196.57,135.03,1,14153.039999999999,14288.07
112086,2024-09-10,P0064,S005,R4,65,255.35,145.78,5,16597.75,16743.53
112087,2023-04-07,P0017,S005,R3,161,177.04,101.22,11,28503.44,28604.66
112088,2024-09-07,P0195,S016,R4,77,213.05,60.95,12,16404.850000000002,16465.800000000003
112089,2023-04-14,P0180,S011,R1,151,273.88,122.95,5,41355.88,41478.829999999994
112090,2024-01-28,P0187,S017,R2,179,10.63,118.41,12,1902.7700000000002,2021.1800000000003
112091,2023-06-06,P0050,S009,R4,170,228.77,128.18,12,38890.9,39019.08
112092,2024-01-05,P0019,S010,R2,170,248.32,138.99,3,42214.4,42353.39
112093,2023-12-22,P0129,S012,R1,133,179.01,56.49,1,23808.329999999998,23864.82
112094,2024-01-21,P0184,S019,R4,108,17.19,142.37,2,1856.5200000000002,1998.8900000000003
112095,2024-02-11,P0162,S003,R4,43,45.73,124.6,13,1966.3899999999999,2090.99
112096,2024-09-09,P0191,S003,R2,133,106.45,52.06,6,14157.85,14209.91
112097,2023-03-12,P0093,S016,R2,16,80.14,84.71,12,1282.24,1366.95
112098,2023-06-20,P0164,S005,R4,2,211.74,33.61,12,423.48,457.09000000000003
112099,2024-08-12,P0008,S011,R1,103,171.72,68.37,13,17687.16,17755.53
112100,2023-05-12,P0152,S016,R1,86,249.36,39.99,10,21444.960000000003,21484.950000000004
112101,2023-05-17,P0113,S009,R3,3,289.34,45.23,8,868.02,913.25
112102,2024-02-21,P0188,S011,R4,56,231.03,76.11,7,12937.68,13013.79
112103,2024-12-06,P0180,S009,R3,169,60.29,24.87,10,10189.01,10213.880000000001
112104,2023-05-14,P0104,S002,R3,79,39.14,41.7,10,3092.06,3133.7599999999998
112105,2023-06-21,P0058,S003,R1,87,19.22,69.71,3,1672.1399999999999,1741.85
112106,2024-11-20,P0151,S001,R4,159,284.36,42.64,4,45213.240000000005,45255.880000000005
112107,2024-02-02,P0082,S010,R3,191,235.98,131.1,12,45072.18,45203.28
112108,2023-11-01,P0118,S019,R2,160,111.75,125.24,2,17880.0,18005.24
112109,2023-03-22,P0114,S004,R3,110,218.9,129.6,1,24079.0,24208.6
112110,2023-04-07,P0002,S008,R1,59,223.87,111.99,7,13208.33,13320.32
112111,2024-12-10,P0138,S003,R4,4,54.79,60.96,5,219.16,280.12
112112,2023-09-29,P0093,S014,R4,160,291.98,91.15,2,46716.8,46807.950000000004
112113,2023-09-18,P0158,S016,R1,102,121.42,96.77,8,12384.84,12481.61
112114,2023-03-10,P0194,S009,R1,66,287.89,77.07,14,19000.739999999998,19077.809999999998
112115,2024-08-20,P0129,S002,R3,95,195.77,54.69,3,18598.15,18652.84
112116,2023-08-02,P0067,S001,R2,163,187.63,140.74,13,30583.69,30724.43
112117,2023-02-01,P0082,S015,R2,173,298.0,80.85,8,51554.0,51634.85
112118,2024-03-10,P0080,S010,R3,45,223.71,93.89,8,10066.95,10160.84
112119,2023-09-23,P0059,S008,R1,63,197.55,55.04,11,12445.650000000001,12500.690000000002
112120,2023-07-11,P0151,S020,R1,184,59.1,54.74,5,10874.4,10929.14
112121,2024-02-16,P0109,S017,R3,74,25.0,21.84,1,1850.0,1871.84
112122,2024-07-05,P0184,S016,R4,94,53.94,127.75,3,5070.36,5198.11
112123,2023-12-21,P0135,S018,R1,125,296.89,101.4,2,37111.25,37212.65
112124,2024-09-15,P0080,S015,R1,197,110.52,130.33,7,21772.44,21902.77
112125,2024-03-30,P0163,S017,R3,63,211.76,30.2,5,13340.88,13371.08
112126,2023-07-09,P0147,S006,R1,56,51.22,57.7,5,2868.3199999999997,2926.0199999999995
112127,2024-08-24,P0128,S011,R1,150,65.33,116.71,5,9799.5,9916.21
112128,2024-04-06,P0177,S004,R1,171,70.04,36.75,5,11976.840000000002,12013.590000000002
112129,2024-03-13,P0122,S020,R2,141,265.66,92.93,5,37458.060000000005,37550.990000000005
112130,2023-07-22,P0062,S008,R3,133,188.64,55.47,2,25089.12,25144.59
112131,2024-04-07,P0071,S015,R3,20,185.12,134.24,3,3702.4,3836.6400000000003
112132,2024-08-03,P0192,S003,R3,148,225.26,65.75,10,33338.479999999996,33404.229999999996
112133,2023-11-20,P0029,S014,R3,93,75.57,43.42,8,7028.009999999999,7071.429999999999
112134,2024-07-11,P0030,S010,R2,12,66.08,64.95,8,792.96,857.9100000000001
112135,2023-08-27,P0130,S019,R1,26,27.71,81.95,2,720.46,802.4100000000001
112136,2024-01-06,P0018,S007,R3,71,158.62,135.6,6,11262.02,11397.62
112137,2024-01-17,P0017,S001,R2,92,138.3,144.8,12,12723.6,12868.4
112138,2024-03-19,P0077,S017,R2,19,20.25,21.54,12,384.75,406.29
112139,2024-01-15,P0133,S008,R4,83,163.89,113.02,9,13602.869999999999,13715.89
112140,2023-02-26,P0027,S019,R2,102,222.67,135.36,8,22712.34,22847.7
112141,2024-07-20,P0193,S012,R4,45,12.83,58.31,8,577.35,635.6600000000001
112142,2024-12-05,P0121,S007,R3,189,277.63,24.48,12,52472.07,52496.55
112143,2024-12-30,P0107,S020,R2,3,192.98,107.84,3,578.9399999999999,686.78
112144,2023-04-24,P0103,S006,R4,127,201.46,94.41,1,25585.420000000002,25679.83
112145,2024-09-06,P0046,S003,R2,127,277.46,37.71,9,35237.42,35275.13
112146,2023-10-26,P0076,S012,R4,34,15.6,37.99,6,530.4,568.39
112147,2024-06-06,P0151,S004,R1,123,223.83,149.66,6,27531.09,27680.75
112148,2023-05-02,P0143,S006,R2,170,34.44,99.14,13,5854.799999999999,5953.94
112149,2023-09-27,P0148,S010,R1,173,139.09,105.81,14,24062.57,24168.38
112150,2023-07-20,P0196,S011,R3,73,292.92,127.45,8,21383.16,21510.61
112151,2023-02-19,P0165,S002,R2,125,26.65,87.45,6,3331.25,3418.7
112152,2024-11-15,P0126,S010,R3,117,14.06,87.16,10,1645.02,1732.18
112153,2023-02-24,P0149,S003,R3,11,14.17,102.75,2,155.87,258.62
112154,2024-08-12,P0090,S010,R4,104,143.22,96.11,13,14894.88,14990.99
112155,2024-08-15,P0036,S017,R3,29,32.23,105.39,13,934.67,1040.06
112156,2023-07-30,P0059,S007,R1,174,137.9,140.13,14,23994.600000000002,24134.730000000003
112157,2023-01-08,P0021,S008,R1,24,160.84,131.99,1,3860.16,3992.1499999999996
112158,2023-09-18,P0081,S007,R1,25,178.54,120.23,10,4463.5,4583.73
112159,2023-10-14,P0129,S005,R1,110,239.98,116.6,7,26397.8,26514.399999999998
112160,2023-02-11,P0074,S013,R3,33,123.43,135.2,5,4073.19,4208.39
112161,2023-10-23,P0178,S012,R1,95,188.56,96.05,1,17913.2,18009.25
112162,2023-05-18,P0107,S015,R2,161,147.57,48.47,12,23758.77,23807.24
112163,2024-05-22,P0179,S017,R3,59,270.62,114.49,3,15966.58,16081.07
112164,2024-09-19,P0112,S009,R1,95,132.66,119.2,5,12602.699999999999,12721.9
112165,2023-07-28,P0001,S006,R3,97,257.09,26.27,13,24937.729999999996,24963.999999999996
112166,2023-12-15,P0012,S003,R4,33,238.9,138.62,8,7883.7,8022.32
112167,2023-09-29,P0120,S019,R3,143,186.77,95.65,2,26708.11,26803.760000000002
112168,2024-10-02,P0200,S002,R4,18,281.71,147.83,3,5070.78,5218.61
112169,2024-11-03,P0080,S007,R2,183,96.68,148.96,6,17692.440000000002,17841.4
112170,2023-04-28,P0138,S011,R2,40,273.69,52.27,13,10947.6,10999.87
112171,2023-02-11,P0076,S014,R1,65,239.03,144.52,2,15536.95,15681.470000000001
112172,2024-07-04,P0059,S019,R2,119,226.22,86.48,13,26920.18,27006.66
112173,2024-03-09,P0098,S004,R4,25,21.57,144.68,7,539.25,683.9300000000001
112174,2024-03-25,P0012,S015,R4,158,79.13,71.75,6,12502.539999999999,12574.289999999999
112175,2023-02-26,P0029,S006,R4,160,52.18,48.8,14,8348.8,8397.599999999999
112176,2024-05-11,P0172,S014,R3,199,171.65,86.75,3,34158.35,34245.1
112177,2023-04-29,P0083,S001,R3,124,118.36,147.47,3,14676.64,14824.109999999999
112178,2024-07-04,P0157,S014,R4,62,157.27,59.72,2,9750.74,9810.46
112179,2024-11-04,P0039,S008,R3,21,44.26,121.41,10,929.4599999999999,1050.87
112180,2023-01-08,P0094,S011,R2,72,138.03,146.21,9,9938.16,10084.369999999999
112181,2023-08-30,P0120,S013,R1,134,160.85,149.21,2,21553.899999999998,21703.109999999997
112182,2023-04-06,P0056,S014,R1,145,91.79,27.26,10,13309.550000000001,13336.810000000001
112183,2023-01-15,P0109,S020,R1,150,91.42,102.92,12,13713.0,13815.92
112184,2024-10-26,P0135,S007,R3,163,45.76,139.58,2,7458.88,7598.46
112185,2024-04-15,P0141,S018,R3,86,178.18,49.83,2,15323.480000000001,15373.310000000001
112186,2023-08-04,P0180,S009,R1,194,65.16,50.37,5,12641.039999999999,12691.41
112187,2024-08-05,P0114,S009,R2,11,174.22,103.81,3,1916.42,2020.23
112188,2024-06-25,P0029,S013,R1,173,188.0,67.24,6,32524.0,32591.24
112189,2024-04-02,P0131,S020,R3,136,210.24,87.99,8,28592.64,28680.63
112190,2024-03-29,P0002,S008,R3,20,80.57,132.14,7,1611.3999999999999,1743.54
112191,2024-07-26,P0049,S007,R2,155,185.11,24.44,7,28692.050000000003,28716.49
112192,2023-01-13,P0073,S006,R1,143,284.71,34.48,11,40713.53,40748.01
112193,2023-03-13,P0011,S005,R2,179,28.44,149.39,14,5090.76,5240.150000000001
112194,2024-01-14,P0097,S004,R4,62,33.92,137.06,2,2103.04,2240.1
112195,2023-02-03,P0049,S004,R1,77,157.61,29.62,8,12135.970000000001,12165.590000000002
112196,2023-03-23,P0178,S001,R4,191,108.61,148.63,1,20744.51,20893.14
112197,2023-12-29,P0147,S004,R1,115,83.94,77.96,9,9653.1,9731.06
112198,2023-01-04,P0096,S015,R1,54,26.08,51.92,12,1408.32,1460.24
112199,2023-07-07,P0171,S010,R1,176,27.4,95.97,4,4822.4,4918.37
112200,2024-01-01,P0150,S010,R1,103,81.72,98.09,9,8417.16,8515.25
112201,2024-08-11,P0071,S017,R2,11,111.55,148.3,9,1227.05,1375.35
112202,2023-07-02,P0055,S018,R1,81,219.0,22.54,10,17739.0,17761.54
112203,2023-06-15,P0141,S014,R4,182,180.69,33.1,5,32885.58,32918.68
112204,2024-07-19,P0123,S004,R2,102,108.72,36.74,5,11089.44,11126.18
112205,2024-11-01,P0173,S016,R1,119,285.46,95.61,10,33969.74,34065.35
112206,2023-09-14,P0139,S015,R1,17,250.62,41.99,14,4260.54,4302.53
112207,2023-11-20,P0017,S006,R1,40,102.14,26.22,11,4085.6,4111.82
112208,2023-01-14,P0008,S011,R2,127,171.77,36.08,5,21814.79,21850.870000000003
112209,2023-12-17,P0141,S013,R4,28,279.05,96.8,8,7813.400000000001,7910.200000000001
112210,2024-06-27,P0012,S018,R3,156,260.48,74.8,13,40634.880000000005,40709.68000000001
112211,2023-04-14,P0161,S016,R1,57,34.1,131.38,1,1943.7,2075.08
112212,2024-08-28,P0177,S016,R1,184,128.26,52.47,13,23599.839999999997,23652.309999999998
112213,2024-08-24,P0075,S012,R1,181,232.99,42.19,1,42171.19,42213.380000000005
112214,2023-01-14,P0035,S017,R4,175,229.84,101.04,8,40222.0,40323.04
112215,2024-01-20,P0190,S011,R4,23,31.9,74.35,6,733.6999999999999,808.05
112216,2023-07-02,P0010,S003,R1,190,202.95,139.35,5,38560.5,38699.85
112217,2023-08-25,P0145,S019,R1,78,131.51,62.22,12,10257.779999999999,10319.999999999998
112218,2024-11-28,P0031,S008,R3,140,83.5,87.75,10,11690.0,11777.75
112219,2023-06-22,P0191,S020,R2,99,128.16,102.72,2,12687.84,12790.56
112220,2024-04-14,P0067,S011,R3,83,43.23,32.85,12,3588.0899999999997,3620.9399999999996
112221,2024-08-13,P0193,S017,R2,19,89.33,139.21,10,1697.27,1836.48
112222,2024-03-18,P0102,S016,R3,183,117.56,115.93,5,21513.48,21629.41
112223,2024-12-06,P0165,S010,R4,9,150.38,28.12,3,1353.42,1381.54
112224,2023-12-29,P0003,S004,R1,49,124.42,102.23,6,6096.58,6198.8099999999995
112225,2024-03-13,P0170,S006,R2,26,200.35,94.8,11,5209.099999999999,5303.9
112226,2024-08-13,P0111,S016,R4,47,252.59,75.91,5,11871.73,11947.64
112227,2023-07-14,P0119,S008,R2,6,297.28,95.49,9,1783.6799999999998,1879.1699999999998
112228,2024-10-05,P0079,S008,R1,122,42.41,94.61,9,5174.0199999999995,5268.629999999999
112229,2024-05-28,P0011,S015,R2,144,265.44,128.67,11,38223.36,38352.03
112230,2024-07-18,P0118,S018,R2,191,201.75,143.1,5,38534.25,38677.35
112231,2024-06-18,P0176,S011,R4,34,169.2,62.65,7,5752.799999999999,5815.449999999999
112232,2024-02-12,P0144,S007,R2,17,101.25,144.62,1,1721.25,1865.87
112233,2023-11-20,P0034,S002,R1,154,46.92,99.05,9,7225.68,7324.7300000000005
112234,2023-02-07,P0059,S002,R4,52,112.53,58.2,14,5851.56,5909.76
112235,2024-03-08,P0158,S007,R3,166,279.84,37.89,2,46453.439999999995,46491.329999999994
112236,2024-06-02,P0140,S011,R4,22,69.19,117.54,8,1522.1799999999998,1639.7199999999998
112237,2024-09-13,P0114,S016,R3,77,265.56,67.41,1,20448.12,20515.53
112238,2024-01-23,P0055,S011,R4,75,148.93,114.98,10,11169.75,11284.73
112239,2024-06-03,P0126,S004,R2,112,10.52,52.9,6,1178.24,1231.14
112240,2024-07-20,P0018,S016,R2,66,78.63,143.7,1,5189.58,5333.28
112241,2024-09-15,P0011,S014,R4,101,222.96,33.3,11,22518.96,22552.26
112242,2023-01-21,P0189,S018,R2,54,135.89,114.22,2,7338.0599999999995,7452.28
112243,2023-02-27,P0039,S015,R4,32,141.21,88.99,8,4518.72,4607.71
112244,2024-08-02,P0135,S019,R2,147,76.14,110.37,14,11192.58,11302.95
112245,2024-07-21,P0193,S018,R4,103,101.79,70.07,3,10484.37,10554.44
112246,2023-02-28,P0030,S013,R1,81,232.87,90.83,13,18862.47,18953.300000000003
112247,2023-12-07,P0164,S020,R2,57,134.39,138.66,7,7660.23,7798.889999999999
112248,2023-08-15,P0180,S015,R2,181,135.24,97.81,9,24478.440000000002,24576.250000000004
112249,2023-02-19,P0103,S005,R1,115,183.93,115.48,3,21151.95,21267.43
112250,2024-07-21,P0056,S011,R1,27,287.47,20.55,1,7761.6900000000005,7782.240000000001
112251,2024-08-20,P0114,S004,R1,91,205.38,91.55,1,18689.579999999998,18781.129999999997
112252,2023-06-05,P0072,S010,R3,25,182.7,134.38,5,4567.5,4701.88
112253,2024-08-07,P0159,S016,R3,124,296.34,149.55,2,36746.159999999996,36895.71
112254,2023-06-24,P0188,S019,R1,92,248.71,121.17,7,22881.32,23002.489999999998
112255,2023-02-17,P0101,S018,R3,106,288.27,112.33,9,30556.62,30668.95
112256,2024-07-08,P0060,S008,R3,94,83.9,61.46,5,7886.6,7948.06
112257,2023-09-13,P0033,S018,R1,52,23.18,47.74,9,1205.36,1253.1
112258,2023-09-08,P0184,S017,R1,153,57.66,62.36,9,8821.98,8884.34
112259,2024-04-09,P0098,S005,R1,17,109.58,67.68,14,1862.86,1930.54
112260,2023-06-07,P0025,S016,R3,14,263.38,41.85,1,3687.3199999999997,3729.1699999999996
112261,2023-07-06,P0153,S006,R3,43,199.79,95.98,6,8590.97,8686.949999999999
112262,2023-10-29,P0162,S005,R1,147,211.99,92.38,9,31162.530000000002,31254.910000000003
112263,2023-12-05,P0150,S002,R1,28,290.7,30.33,9,8139.599999999999,8169.929999999999
112264,2023-08-15,P0102,S012,R3,118,267.99,58.21,12,31622.82,31681.03
112265,2023-09-13,P0152,S011,R1,89,280.19,105.05,13,24936.91,25041.96
112266,2023-04-05,P0161,S016,R4,165,81.37,95.7,8,13426.050000000001,13521.750000000002
112267,2023-11-17,P0044,S016,R4,24,234.39,34.04,13,5625.36,5659.4
112268,2023-11-09,P0120,S011,R3,196,83.09,91.41,9,16285.640000000001,16377.050000000001
112269,2024-01-16,P0094,S019,R4,114,20.73,27.5,6,2363.2200000000003,2390.7200000000003
112270,2024-03-04,P0035,S014,R4,93,90.53,130.66,9,8419.29,8549.95
112271,2024-12-06,P0119,S017,R1,109,243.94,103.92,1,26589.46,26693.379999999997
112272,2023-10-18,P0019,S018,R4,38,132.93,60.64,9,5051.34,5111.9800000000005
112273,2024-02-29,P0093,S002,R2,57,17.56,147.81,10,1000.92,1148.73
112274,2024-10-27,P0060,S014,R2,190,259.93,101.07,10,49386.700000000004,49487.770000000004
112275,2024-04-01,P0027,S018,R4,16,79.66,147.33,9,1274.56,1421.8899999999999
112276,2023-07-18,P0147,S012,R2,154,195.75,56.32,8,30145.5,30201.82
112277,2024-10-05,P0195,S007,R1,178,63.9,106.64,5,11374.199999999999,11480.839999999998
112278,2024-07-28,P0100,S001,R4,92,152.05,132.06,8,13988.6,14120.66
112279,2024-06-18,P0142,S015,R2,191,146.96,149.79,14,28069.36,28219.15
112280,2024-05-29,P0146,S002,R4,89,194.03,124.45,14,17268.670000000002,17393.120000000003
112281,2024-06-21,P0169,S007,R4,45,163.52,75.86,9,7358.400000000001,7434.26
112282,2024-05-22,P0100,S019,R3,159,272.81,146.03,11,43376.79,43522.82
112283,2023-06-24,P0097,S011,R4,167,221.42,56.35,14,36977.14,37033.49
112284,2024-04-03,P0027,S013,R3,139,176.17,67.22,2,24487.629999999997,24554.85
112285,2024-06-26,P0113,S003,R2,138,257.64,116.97,13,35554.32,35671.29
112286,2024-05-10,P0181,S018,R3,40,155.81,74.77,9,6232.4,6307.17
112287,2023-10-06,P0171,S007,R4,58,139.27,49.08,2,8077.660000000001,8126.740000000001
112288,2023-12-12,P0159,S004,R2,43,140.82,53.26,1,6055.259999999999,6108.5199999999995
112289,2023-08-22,P0157,S018,R4,2,71.5,68.52,8,143.0,211.51999999999998
112290,2024-10-04,P0185,S008,R3,187,183.71,142.25,8,34353.770000000004,34496.020000000004
112291,2024-10-17,P0169,S002,R2,147,92.49,43.48,12,13596.029999999999,13639.509999999998
112292,2024-05-03,P0041,S011,R3,197,91.31,144.78,3,17988.07,18132.85
112293,2024-06-21,P0101,S009,R4,59,223.73,28.75,4,13200.07,13228.82
112294,2024-12-18,P0097,S004,R4,44,87.01,22.7,6,3828.44,3851.14
112295,2024-02-09,P0194,S002,R1,83,241.43,144.95,14,20038.690000000002,20183.640000000003
112296,2023-12-04,P0101,S018,R2,34,34.05,64.97,11,1157.6999999999998,1222.6699999999998
112297,2023-05-17,P0131,S007,R1,173,211.6,80.64,10,36606.799999999996,36687.439999999995
112298,2024-11-24,P0078,S012,R4,105,85.44,77.92,9,8971.199999999999,9049.119999999999
112299,2024-11-04,P0194,S008,R2,136,73.77,122.82,6,10032.72,10155.539999999999
112300,2024-11-27,P0010,S018,R1,55,186.79,106.14,4,10273.449999999999,10379.589999999998
112301,2023-05-31,P0117,S020,R2,99,115.24,79.65,9,11408.76,11488.41
112302,2024-12-15,P0076,S016,R2,76,50.41,93.8,2,3831.16,3924.96
112303,2023-12-16,P0039,S006,R4,16,198.08,84.18,14,3169.28,3253.46
112304,2024-12-26,P0064,S013,R1,57,121.42,91.2,12,6920.9400000000005,7012.14
112305,2024-08-29,P0120,S009,R3,39,292.29,101.16,5,11399.310000000001,11500.470000000001
112306,2024-10-28,P0043,S013,R2,167,11.81,84.67,10,1972.27,2056.94
112307,2024-06-12,P0112,S016,R2,10,156.88,98.62,8,1568.8,1667.42
